Document,Sentence,Trigger,Multiclass
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"Cash Management Trigger (i) the occurrence of a mortgage loan or mezzanine loan event of default; (ii) the debt yield, including both the mortgage and mezzanine loans, being less than (a) 6.25% for two consecutive quarters with respect to the initial term and the first three extension terms and (b) 7.00% for two consecutive quarters with respect to the fourth and fifth extension",Mezzanine Default,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"Cash Management Trigger (i) the occurrence of a mortgage loan or mezzanine loan event of default; (ii) the debt yield, including both the mortgage and mezzanine loans, being less than (a) 6.25% for two consecutive quarters with respect to the initial term and the first three extension terms and (b) 7.00% for two consecutive quarters with respect to the fourth and fifth extension",Debt Yield Fall,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Default Trigger Period” means a period (A) commencing upon the occurrence and continuance of a Mortgage Loan Event of Default and (B) expiring upon the cure (if applicable) or waiver by the Mortgage Lender in writing of such Mortgage Loan Event of Default; provided, however, such period will not commence unless and until notice of commencement of such period is delivered to the Borrower by the Mortgage Lender.",Loan Default,0
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Low Cash Flow Period” means a period: (a) commencing upon the Debt Yield (tested quarterly) falling below (A) six and one-quarter percent (6.25%) during the initial term of the Mortgage Loan or the first, second or third Extension Period or (B) seven percent (7.00%) during the fourth or fifth Extension Period, in each case for any two (2) consecutive fiscal quarters; and (b) expiring upon the date that the Debt Yield (tested quarterly) is equal to or greater than (A) six and onequarter percent (6.25%) during the initial term of the Mortgage Loan or the first, second or third Extension Period or (B) seven percent (7.00%) during the fourth or fifth Extension Period, in each case for any two (2) consecutive fiscal quarters.",Debt Yield Fall,0
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,“Mezzanine Trigger Period” means the period commencing on the date that Mortgage Lender has received written notice from Mezzanine Lender that a Mezzanine Loan Event of Default exists and terminating on the date that Lender has received written notice from Mezzanine Lender that a Mezzanine Loan Event of Default no longer exists.,Mezzanine Default,0
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Loan Default,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Mezzanine Default,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Debt Yield Fall,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"“Trigger Period” means (a) a Default Trigger Period, (b) a Mezzanine Trigger Period, (c) a Low Cash Flow Period, or (d) a Specified Tenant Trigger Period.",Tenant Failure,1
20190208_02IM7M_Prospectus_SD000000002581684036.pdf,"Notwithstanding the foregoing, a Trigger Period will not be deemed to expire in the event that a Trigger Period then exists for any other reason.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"During the continuance of a Cash Sweep Period, all amounts in the Lockbox Account are required to be disbursed from the Lockbox Account to the Cash Management Account on each Business Day and will be applied as described under “Description of the Mortgage Loan—Lockbox Account” and “—Cash Management Account”.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"If no Cash Sweep Period is continuing, on each Business Day, all funds in the Cash Management Account will be remitted to the Borrower.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"If a Cash Sweep Period is continuing, (a) if no Mortgage Loan Event of Default or bankruptcy action of the Borrower has occurred and is continuing, all funds after payment of debt service on the Mortgage Loan, required reserves, operating expenses and approved extraordinary expenses (or extraordinary expenses which do not require the approval of the Mortgage Lender) and distributions for tax payments, gratuities and similar matters as set forth in the Mortgage Loan Documents are required to be held as additional collateral for the Mortgage Loan and (b) if a Mortgage Loan Event of Default or bankruptcy action of the Borrower has occurred and is continuing, all funds held in the Cash Management Account will be disbursed as described under “Description of the Mortgage Loan—Cash Management Account”.",Loan Default,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"If a Cash Sweep Period is continuing, (a) if no Mortgage Loan Event of Default or bankruptcy action of the Borrower has occurred and is continuing, all funds after payment of debt service on the Mortgage Loan, required reserves, operating expenses and approved extraordinary expenses (or extraordinary expenses which do not require the approval of the Mortgage Lender) and distributions for tax payments, gratuities and similar matters as set forth in the Mortgage Loan Documents are required to be held as additional collateral for the Mortgage Loan and (b) if a Mortgage Loan Event of Default or bankruptcy action of the Borrower has occurred and is continuing, all funds held in the Cash Management Account will be disbursed as described under “Description of the Mortgage Loan—Cash Management Account”.",Bankruptcy,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of a Required Renovation Trigger.",Loan Default,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of a Required Renovation Trigger.",Bankruptcy,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of a Required Renovation Trigger.",Debt Yield Fall,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of a Required Renovation Trigger.",Renovations,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Period” means each period commencing on the occurrence of a Cash Sweep Event and continuing until the earlier of (a) the date of the related Cash Sweep Event Cure (as described in “Description of the Mortgage Loan—Lockbox Account”), or (b) payment in full of the Mortgage Loan.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Debt Yield Trigger Event” a debt yield on any date of determination, based upon the trailing 12-month period immediately preceding the end of the calendar quarter immediately preceding such date of determination, as determined by the Mortgage Lender using the quarterly statements required to be delivered pursuant to the Mortgage Loan Agreement, of less than the Debt Yield Trigger Level.",Debt Yield Fall,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Debt Yield Trigger Level” means (i) prior to the date which is twelve (12) months after the completion of the Required Renovation Work in accordance with the Completion Guaranty (but in no event longer than thirty (30) months from the commencement of the Required Renovation Work), 6.50%, and (ii) thereafter, 7.00%.",Debt Yield Fall,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Required Renovation Trigger” means the funds deposited in the Required Renovation Reserve Account and Replacements Reserve Account (each as defined under “Description of the Mortgage Loan—Reserve Accounts”), to the extent such funds the Property Manager has confirmed are available  and permitted to be used for the payment of costs related to the Required Renovation Work, in the aggregate, are less than 90% of the estimated cost to substantially complete the Required Renovation Work, as reasonably determined based on an officer’s certificate of the Borrower stating (A) that the representations and warranties of the Borrower set forth in the Mortgage Loan Agreement are true and correct as of the date of such certificate and (B) the remaining cost (including costs incurred but not paid as of such date) to substantially complete the Required Renovation Work.",Renovations,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,The Borrower is permitted to cure or prevent a Cash Sweep Event upon satisfaction of certain conditions as described under “Description of the Mortgage Loan—Lockbox Account”.,Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"In the event of a Cash Sweep Period, all excess cash flow from the Cash Management Account after the application of payments described under “Description of the Mortgage Loan—Lockbox Account” and “—Cash Management Account” in this Offering Circular will be reserved into an excess cash flow account.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Even if a Cash Sweep Event has occurred, the Borrower is not required to maintain reserves if certain other conditions set forth in the Mortgage Loan Documents are satisfied. ",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Under the terms of the Mortgage Loan Documents, the Borrower is not required to maintain reserves with the Mortgage Lender for taxes, insurance or rent under the Ground Leases unless a Cash Sweep Event has occurred (i.e., (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, Principal or affiliated property manager; (c) the debt yield falls below (i) 6.50% for any date that is prior to the date which is twelve (12) months after the completion of the Required Renovation Work but in no event longer than thirty (30) months after the commencement of the Required Renovation Work and (ii) 7.00% thereafter; and (d) the funds deposited (and, subject to the terms of the Mortgage Loan Agreement, funds to be deposited during the first 12 months of the Mortgage Loan) in the Required Renovation Reserve Account and Replacements Reserve Account, in the aggregate, are less than 90% of the estimated cost to substantially complete the Required Renovation Work) and the Property Manager is no longer required to, and no longer does, pay tax and insurance expenses or the rent under the Ground Leases directly from cash flow.",Loan Default,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Under the terms of the Mortgage Loan Documents, the Borrower is not required to maintain reserves with the Mortgage Lender for taxes, insurance or rent under the Ground Leases unless a Cash Sweep Event has occurred (i.e., (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, Principal or affiliated property manager; (c) the debt yield falls below (i) 6.50% for any date that is prior to the date which is twelve (12) months after the completion of the Required Renovation Work but in no event longer than thirty (30) months after the commencement of the Required Renovation Work and (ii) 7.00% thereafter; and (d) the funds deposited (and, subject to the terms of the Mortgage Loan Agreement, funds to be deposited during the first 12 months of the Mortgage Loan) in the Required Renovation Reserve Account and Replacements Reserve Account, in the aggregate, are less than 90% of the estimated cost to substantially complete the Required Renovation Work) and the Property Manager is no longer required to, and no longer does, pay tax and insurance expenses or the rent under the Ground Leases directly from cash flow.",Debt Yield Fall,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Under the terms of the Mortgage Loan Documents, the Borrower is not required to maintain reserves with the Mortgage Lender for taxes, insurance or rent under the Ground Leases unless a Cash Sweep Event has occurred (i.e., (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, Principal or affiliated property manager; (c) the debt yield falls below (i) 6.50% for any date that is prior to the date which is twelve (12) months after the completion of the Required Renovation Work but in no event longer than thirty (30) months after the commencement of the Required Renovation Work and (ii) 7.00% thereafter; and (d) the funds deposited (and, subject to the terms of the Mortgage Loan Agreement, funds to be deposited during the first 12 months of the Mortgage Loan) in the Required Renovation Reserve Account and Replacements Reserve Account, in the aggregate, are less than 90% of the estimated cost to substantially complete the Required Renovation Work) and the Property Manager is no longer required to, and no longer does, pay tax and insurance expenses or the rent under the Ground Leases directly from cash flow.",Bankruptcy,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,The Lockbox Agreement will provide that the Lockbox bank is required to transfer to the Cash Management Account in immediately available funds by federal wire transfer all amounts on deposit in the Lockbox Account (less any required minimum peg balance) once every Business Day during any period that a Cash Sweep Period is then continuing during the term of the Mortgage Loan.,Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or an affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of the Required Renovation Trigger.",Loan Default,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or an affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of the Required Renovation Trigger.",Bankruptcy,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or an affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of the Required Renovation Trigger.",Debt Yield Fall,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event” means the occurrence of: (a) a Mortgage Loan Event of Default; (b) any bankruptcy action of the Borrower, the Principal or an affiliated Property Manager; (c) a Debt Yield Trigger Event; or (d) the occurrence of the Required Renovation Trigger.",Renovations,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused solely by a Mortgage Loan Event of Default, the acceptance by the Mortgage Lender of a cure of such Mortgage Loan Event of Default (which cure the Mortgage Lender is not obligated to accept and may reject or accept in its sole and absolute discretion), (c) if the Cash Sweep Event is caused solely by a bankruptcy action of an affiliated Property Manager, if (i) the Borrower replaces the affiliated Property Manager with a Qualified Manager under a Replacement Management Agreement within 90 days or (ii) such bankruptcy action is involuntary and not consented to by such affiliated Property Manager, and such bankruptcy action is discharged or dismissed within 90 days, or (d) if the Cash Sweep Event is caused by a Required Renovation Trigger, the occurrence of the Required Renovation Cure; provided, however, that, a Cash Sweep Event Cure described in this definition is subject to the following conditions, (i) no Mortgage Loan Event of Default will have occurred and is then continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents and (ii) the Borrower has paid all of the Mortgage Lender’s reasonable and actual out-of-pocket expenses incurred in connection with such Cash Sweep Event Cure, including reasonable and out-of-pocket attorney’s fees and expenses.",Loan Default,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused solely by a Mortgage Loan Event of Default, the acceptance by the Mortgage Lender of a cure of such Mortgage Loan Event of Default (which cure the Mortgage Lender is not obligated to accept and may reject or accept in its sole and absolute discretion), (c) if the Cash Sweep Event is caused solely by a bankruptcy action of an affiliated Property Manager, if (i) the Borrower replaces the affiliated Property Manager with a Qualified Manager under a Replacement Management Agreement within 90 days or (ii) such bankruptcy action is involuntary and not consented to by such affiliated Property Manager, and such bankruptcy action is discharged or dismissed within 90 days, or (d) if the Cash Sweep Event is caused by a Required Renovation Trigger, the occurrence of the Required Renovation Cure; provided, however, that, a Cash Sweep Event Cure described in this definition is subject to the following conditions, (i) no Mortgage Loan Event of Default will have occurred and is then continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents and (ii) the Borrower has paid all of the Mortgage Lender’s reasonable and actual out-of-pocket expenses incurred in connection with such Cash Sweep Event Cure, including reasonable and out-of-pocket attorney’s fees and expenses.",Bankruptcy,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused solely by a Mortgage Loan Event of Default, the acceptance by the Mortgage Lender of a cure of such Mortgage Loan Event of Default (which cure the Mortgage Lender is not obligated to accept and may reject or accept in its sole and absolute discretion), (c) if the Cash Sweep Event is caused solely by a bankruptcy action of an affiliated Property Manager, if (i) the Borrower replaces the affiliated Property Manager with a Qualified Manager under a Replacement Management Agreement within 90 days or (ii) such bankruptcy action is involuntary and not consented to by such affiliated Property Manager, and such bankruptcy action is discharged or dismissed within 90 days, or (d) if the Cash Sweep Event is caused by a Required Renovation Trigger, the occurrence of the Required Renovation Cure; provided, however, that, a Cash Sweep Event Cure described in this definition is subject to the following conditions, (i) no Mortgage Loan Event of Default will have occurred and is then continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents and (ii) the Borrower has paid all of the Mortgage Lender’s reasonable and actual out-of-pocket expenses incurred in connection with such Cash Sweep Event Cure, including reasonable and out-of-pocket attorney’s fees and expenses.",Debt Yield Fall,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Event Cure” means (a) if the Cash Sweep Event is caused solely by the occurrence of a Debt Yield Trigger Event, the achievement of a Debt Yield Cure, (b) if the Cash Sweep Event is caused solely by a Mortgage Loan Event of Default, the acceptance by the Mortgage Lender of a cure of such Mortgage Loan Event of Default (which cure the Mortgage Lender is not obligated to accept and may reject or accept in its sole and absolute discretion), (c) if the Cash Sweep Event is caused solely by a bankruptcy action of an affiliated Property Manager, if (i) the Borrower replaces the affiliated Property Manager with a Qualified Manager under a Replacement Management Agreement within 90 days or (ii) such bankruptcy action is involuntary and not consented to by such affiliated Property Manager, and such bankruptcy action is discharged or dismissed within 90 days, or (d) if the Cash Sweep Event is caused by a Required Renovation Trigger, the occurrence of the Required Renovation Cure; provided, however, that, a Cash Sweep Event Cure described in this definition is subject to the following conditions, (i) no Mortgage Loan Event of Default will have occurred and is then continuing under the Mortgage Loan Agreement or any of the other Mortgage Loan Documents and (ii) the Borrower has paid all of the Mortgage Lender’s reasonable and actual out-of-pocket expenses incurred in connection with such Cash Sweep Event Cure, including reasonable and out-of-pocket attorney’s fees and expenses.",Renovations,1
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Cash Sweep Period” means each period commencing on the occurrence of a Cash Sweep Event and continuing untilthe earlier of (a) the date of the related Cash Sweep Event Cure, or (b) until payment in full of the Debt.",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Debt Yield Cure” means the achievement of a Debt Yield of at least the Debt Yield Trigger Level as of the end of the calendar quarter immediately preceding the applicable Mortgage Loan Payment Date, which may at the Borrower’s election be accomplished by (a) making a voluntary prepayment of the Mortgage Loan as described in “—Prepayment” above, that, after giving effect thereto, results in a Debt Yield of at least the applicable Debt Yield Trigger Level or (b) delivering a letter of credit to Mortgage Lender in accordance with the terms of the Mortgage Loan Agreement in a face amount such that, if such letter of credit were applied to pay down the principal balance of the Mortgage Loan would result in a Debt Yield of at least the applicable Debt Yield Trigger Level.",Debt Yield Fall,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Debt Yield Trigger Event” means a Debt Yield on any date of determination, based upon the trailing 12-month period immediately preceding the end of the calendar quarter immediately preceding such date of determination, as determined by the Mortgage Lender using the quarterly statements required to be delivered pursuant to the Mortgage Loan Agreement, of less than the Debt Yield Trigger Level.",Debt Yield Fall,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Debt Yield Trigger Level” means (i) prior to the date which is twelve (12) months after the completion of the Required Renovation Work in accordance with the Completion Guaranty (but in no event longer than thirty (30) months from the commencement of the Required Renovation Work), 6.50%, and (ii) thereafter, 7.00%.",Debt Yield Fall,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Required Renovation Trigger” means that the funds on deposit in the Required Renovation Reserve Account and the Replacements Reserve Account, to the extent such funds the Property Manager has confirmed are available and permitted to be used for the payment of costs related to the Required Renovation Work, in the aggregate, are less than 90% of the estimated cost to substantially complete the Required Renovation Work, as reasonably determined based on an officer’s certificate of the Borrower stating (A) that the representations and warranties of the Borrower set forth in the Mortgage Loan Agreement are true and correct as of the date of such certificate and (B) the remaining cost (including costs incurred but not paid as of such date) to substantially complete the Required Renovation Work.",Renovations,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"“Required Renovation Cure” means the date on which the funds on deposit in the Required Renovation Reserve Account and the Replacement Reserve Account, to the extent such funds the Property Manager has confirmed are available and permitted to be used for the payment of costs related to the Required Renovation Work, in the aggregate, are equal to or greater than 90% of the estimated cost to substantially complete the Required Renovation Work, as determined based on an officer’s certificate of the Borrower. For purposes of the foregoing, any determination made during the first 12 months of the Mortgage Loan will assume that any amounts scheduled to be deposited into the Required Renovation Reserve Account and the Replacement Reserve Account during such 12-month period have been made, provided that the foregoing amounts cannot be inconsistent with then in-place Approved Annual Budget.",Renovations,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Upon the first occurrence of a Cash Sweep Event, the Borrower is required to establish and maintain a segregated account in the name of the Borrower for the benefit of the Mortgage Lender as the secured party (a “Cash Management Account”).",Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,All amounts in the Lockbox Account are required to be disbursed from the Lockbox Account to the Cash Management Account on each Business Day during the continuance of a Cash Sweep Period and will be applied as described below.,Unspecified,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"Notwithstanding anything in the Mortgage Loan Documents to the contrary, the Mortgage Lender has agreed that notwithstanding the existence of a Mortgage Loan Event of Default, at all times prior to a Priority Payment Cessation Event, Wells Fargo Bank, N.A. (collectively with its successors, the “Agent”) is required to apply all funds on deposit in the Cash Management Account in the following order of priority: (a) first, funds, if any, sufficient to pay the monthly deposit to the Tax and Insurance Escrow Fund in the amount required under the Mortgage Loan Documents if such a deposit is then required pursuant to the terms and provisions of the Mortgage Loan Documents, which amounts will be deposited in the tax and insurance escrow subaccount; (b) then, funds sufficient to pay the monthly deposit to the Ground Lease Reserve Account due pursuant to the Mortgage Loan Documents if such a deposit is then required pursuant to the terms and provisions of the Mortgage Loan Documents, which amounts will be deposited into the ground lease reserve subaccount; (c) then, funds sufficient to pay the Agent fees then due and payable, which amount will be deposited into the Agent subaccount; (d) then, funds sufficient to pay any hotel taxes and custodial funds then due and payable, which amount will be deposited into the hotel taxes and custodial funds subaccount; (e) then, funds sufficient to pay the monthly debt service under the Mortgage Loan due and payable on the next Mortgage Loan Payment Date and any other amounts then due under the Mortgage Loan Documents (other than the payment of the outstanding principal amount of the Mortgage Loan on the Maturity Date, which amount will be deposited into the debt service subaccount); (f) then, during a Cash Sweep Period, payments for monthly operating expenses for the applicable period in accordance with the related Approved Annual Budget provided that so long as the Management Agreement (or an Approved Replacement Management Agreement) is in full force and effect, the amount required to be deposited to pay such operating expenses will be waived so long as the payment for such operating expenses for the applicable period must be paid by the Property Manager in accordance with the Management Agreement (or an Approved Replacement Manager in accordance with the Approved Replacement Management Agreement), which amount will be deposited into the operating expense subaccount; (g) then, funds sufficient to pay the Replacements Monthly Deposit in the amount required under the Mortgage Loan Documents if such a deposit is then required pursuant to the Mortgage Loan Documents, which amounts will be deposited into the replacements reserve subaccount; (h) then, funds sufficient to pay the Required Renovations Monthly Deposit if such a deposit is then required under the Mortgage Loan Documents, which amounts will be deposited into the Required Renovation reserve subaccount; (i) then, during a Cash Sweep Period, payments for extraordinary expenses for the applicable period approved by Mortgage Lender or which do not require the approval of Mortgage Lender under the Mortgage Loan Documents, if any, will be deposited into the extraordinary expense subaccount; and (j) then, during a Cash Sweep Period, all amounts then remaining in the Cash Management Account after payment of items described in (a) through (i) (the “Excess Cash Flow”), to be deposited into (A) the Required Renovation reserve subaccount to the extent that a Required Renovation Trigger Event has occurred and is continuing (notwithstanding the existence of other Cash Sweep Events) or (B) otherwise, the Excess Cash Flow subaccount and to be held and applied in accordance with the Mortgage Loan Documents;",Loan Default,0
20190220_02IPLU_Prospectus_SD000000002587491183.pdf,"During a Cash Sweep Period triggered solely by (i) a Mortgage Loan Event of Default or (ii) a bankruptcy action of the Borrower, commencing on the first Business Day following the date of such Mortgage Loan Event of Default or bankruptcy action of the Borrower and on each Business Day thereafter, until the occurrence of the related Cash Sweep Event Cure, Agent is required to apply all funds on deposit in the Cash Management Account as follows: (x) if a Priority Payment Cessation Event has not occurred, (i) first, funds sufficient to pay any hotel taxes and custodial funds, taxes, insurance premiums and ground rent then due and payable, which Mortgage Lender may elect to pay directly to the applicable taxing authority or person entitled thereto; provided, that the Borrower must deliver to the Mortgage Lender the bill, statement or estimate procured from such taxing authority or other evidence of such required payment as may be reasonably required by Mortgage Lender, (ii) second, funds sufficient to pay the Replacements Monthly Deposit in the amount required under the Mortgage Loan Documents if such deposit is then required under the Mortgage Loan Documents, which amounts will be deposited in the Replacements Reserve Account; (iii) third, funds sufficient to pay the Required Renovations Monthly Deposit if such deposit is then required under the Mortgage Loan Documents, which amounts will be deposited into the Required Renovation reserve subaccount; (iv) fourth, provided that (1) a receiver has not been appointed, (2) a bankruptcy action of the Borrower does not exist, (3) a bankruptcy action of Property Manager does not exist and (4) a Mortgage Loan Event of Default relating to fraud or Property Manager negligence does not exist, funds sufficient to pay any operating expenses for the applicable period in accordance with the related Approved Annual Budget, which are required to be paid directly by Mortgage Lender and funds sufficient to pay any operating expenses for the applicable period which the Property Manager is permitted to expend pursuant to the Management Agreement without the Borrower’s consent; provided, however, for avoidance of doubt, no incentive management fees will be paid to the Property Manager under the Management Agreement and no fees will be paid to Asset Manager under the Asset Management Agreement; (v) fifth, costs for legal and required reporting audits and tax preparation, not to exceed $150,000 in the aggregate (vi) sixth, extraordinary expenses approved by the Mortgage Lender or otherwise permitted to be incurred under the Mortgage Loan Documents, which will be paid directly by the Mortgage Lender; (vii) seventh, emergency repairs and/or life safety issues (including any capital expenditures) at the Mortgaged Property, which will be paid directly by the Mortgage Lender; (viii) eighth, costs associated with the Leases or any new leases with immaterial tenants, which costs must be approved by the Mortgage Lender; (ix) ninth, such other costs which are reasonably approved by the Mortgage Lender; and (x) tenth, then, all funds are required to be deposited into the Excess Cash Flow Reserve Account; and (y) if a Priority Payment Cessation Event has occurred, Mortgage Lender will have the right to apply all amounts in the Cash Management Account and any subaccount to the repayment of the Debt or components thereof and/or the payment of Property expenses, in each case, in such order as the Mortgage Lender determines in its sole discretion; provided, however, upon the occurrence of a Priority Payment Cessation Event, the Mortgage Lender is required to distribute to the Borrower funds sufficient to pay any hotel taxes and custodial funds then due and payable and attributable to the Borrower’s ownership of the Property, which Mortgage Lender may elect to pay directly to the applicable taxing authority or person entitled thereto.",Loan Default,1
