0,Sentence,Trigger,Multiclass
20180125_02FE6L_Prospectus_SD000000002394837596.pdf,"Monthly taxes, insurance, replacement, TI/LC and insurance reserves are waived, provided no Cash Management Trigger Event exists or certain other conditions are satisfied.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Capital Expenditure Reserve: On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to deposit one-twelfth (1/12th) of the amount equal to the aggregate square footage at each Property multiplied by $0.25 for capital expenditures at each Property, which amount is subject to adjustment as Properties are released.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Leasing Reserve: On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to deposit one-twelfth (1/12th) of the amount equal to the aggregate square footage at each Property multiplied by $1.00 for tenant improvements and leasing commissions related to each Property that may be incurred following the Origination Date in accordance with leases entered into pursuant to the Loan Documents, which amount is subject to adjustment as Properties are released.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Tax and Insurance Reserve: On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to pay (i) 1/12th of an amount which would be sufficient to pay the taxes at each Property payable, or estimated by the lender to be payable, during the next ensuing twelve months within 30 days that such taxes are due and payable and (ii) 1/12th of an amount which would be sufficient to pay the insurance premiums due for the renewal of the coverage afforded by the policies covering each Property upon the expiration thereof.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"If such documentation related to the PBO Taxes is received in accordance with the Loan Documents and no Trigger Period is then in effect, the lender will deposit the applicable amount of tax reserve funds into the Cash Management Account, which amount will be applied in accordance with the Loan Documents, and the Borrower will not be required to reserve with the lender the taxes for the portions of the Properties identified in the Loan Documents and leased to the related tenants identified thereon, so long as certain conditions set forth in the Loan Documents are satisfied, including that there exists no Mortgage Loan Event of Default.",Loan default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Operating Expense Reserve: On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to deposit an amount equal to the aggregate amount of Approved Operating Expenses and Approved Extraordinary Expenses incurred by the Borrower for the then current Interest Accrual Period.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Excess Cash Flow Funds: On each Payment Date occurring on and after the occurrence and continuance of a Trigger Period, an amount equal to the Excess Cash Flow generated by the Properties for the immediately preceding Interest Accrual Period.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of a Mortgage Loan Event of Default, (ii) the Debt Yield falling below 8.75% (a “Debt Yield Trigger”) (for the avoidance of doubt, the parties agree that for purposes of determining whether a Debt Yield Trigger has occurred on the related Test Date, the lender will (x) refer to the financial statements most recently delivered for the reimbursement and expense component of Net Cash Flow and (y) refer to the most recently delivered rent roll for the income component of Net Cash Flow, and in each case, the lender will deduct any expenses and income included in such financial statements and/or rent roll, as applicable, related to any Property that has been released in accordance with the Loan Agreement as of such Test Date), (iii) any Bankruptcy Action with respect to the Borrower or the Property Manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 Business Days after written notice from the lender; and (B) expiring upon (x) with regard to any Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such Mortgage Loan Event of Default and (y) with regard to any Trigger Period commenced in connection with clause (A)(ii) above, the date that the Debt Yield is equal to or greater than the Debt Yield Trigger for two (2) consecutive Test Dates or receipt by the lender of a Debt Yield Trigger Cure Payment, and (z) with regard to any Trigger Period commenced in connection with clause (A)(iv) above, receipt by the lender of such required financial item meeting the requirements of the Loan Agreement and otherwise showing that no other Trigger Period will have occurred and be continuing and payment to the lender of the applicable fee for the failure to provide the required financial forms when due under the Loan Agreement.",Loan default,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of a Mortgage Loan Event of Default, (ii) the Debt Yield falling below 8.75% (a “Debt Yield Trigger”) (for the avoidance of doubt, the parties agree that for purposes of determining whether a Debt Yield Trigger has occurred on the related Test Date, the lender will (x) refer to the financial statements most recently delivered for the reimbursement and expense component of Net Cash Flow and (y) refer to the most recently delivered rent roll for the income component of Net Cash Flow, and in each case, the lender will deduct any expenses and income included in such financial statements and/or rent roll, as applicable, related to any Property that has been released in accordance with the Loan Agreement as of such Test Date), (iii) any Bankruptcy Action with respect to the Borrower or the Property Manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 Business Days after written notice from the lender; and (B) expiring upon (x) with regard to any Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such Mortgage Loan Event of Default and (y) with regard to any Trigger Period commenced in connection with clause (A)(ii) above, the date that the Debt Yield is equal to or greater than the Debt Yield Trigger for two (2) consecutive Test Dates or receipt by the lender of a Debt Yield Trigger Cure Payment, and (z) with regard to any Trigger Period commenced in connection with clause (A)(iv) above, receipt by the lender of such required financial item meeting the requirements of the Loan Agreement and otherwise showing that no other Trigger Period will have occurred and be continuing and payment to the lender of the applicable fee for the failure to provide the required financial forms when due under the Loan Agreement.",Debt Yield Fall,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Trigger Period” means a period (A) commencing upon (i) the occurrence and continuance of a Mortgage Loan Event of Default, (ii) the Debt Yield falling below 8.75% (a “Debt Yield Trigger”) (for the avoidance of doubt, the parties agree that for purposes of determining whether a Debt Yield Trigger has occurred on the related Test Date, the lender will (x) refer to the financial statements most recently delivered for the reimbursement and expense component of Net Cash Flow and (y) refer to the most recently delivered rent roll for the income component of Net Cash Flow, and in each case, the lender will deduct any expenses and income included in such financial statements and/or rent roll, as applicable, related to any Property that has been released in accordance with the Loan Agreement as of such Test Date), (iii) any Bankruptcy Action with respect to the Borrower or the Property Manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 Business Days after written notice from the lender; and (B) expiring upon (x) with regard to any Trigger Period commenced in connection with clause (A)(i) above, the cure (if applicable) of such Mortgage Loan Event of Default and (y) with regard to any Trigger Period commenced in connection with clause (A)(ii) above, the date that the Debt Yield is equal to or greater than the Debt Yield Trigger for two (2) consecutive Test Dates or receipt by the lender of a Debt Yield Trigger Cure Payment, and (z) with regard to any Trigger Period commenced in connection with clause (A)(iv) above, receipt by the lender of such required financial item meeting the requirements of the Loan Agreement and otherwise showing that no other Trigger Period will have occurred and be continuing and payment to the lender of the applicable fee for the failure to provide the required financial forms when due under the Loan Agreement.",Bankruptcy,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Notwithstanding the foregoing, a Trigger Period will not be deemed to expire in the event that a Trigger Period then exists for any other reason.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Debt Yield Trigger Cure Payment” means delivery to the lender of an amount or Letter of Credit (which amounts or Letter of Credit, as applicable, will be held by lender or Servicer as additional collateral for the Mortgage Loan and may be applied to the Debt during the continuance of a Mortgage Loan Event of Default) equal to the amount necessary to cause the Debt Yield to be at least equal to the applicable Debt Yield Trigger calculated as if such amount had been applied pro-rata to the reduction of the principal balance of the Mortgage Loan as of the applicable Test Date. ",Debt Yield Fall,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Debt Yield Trigger Cure Payment” means delivery to the lender of an amount or Letter of Credit (which amounts or Letter of Credit, as applicable, will be held by lender or Servicer as additional collateral for the Mortgage Loan and may be applied to the Debt during the continuance of a Mortgage Loan Event of Default) equal to the amount necessary to cause the Debt Yield to be at least equal to the applicable Debt Yield Trigger calculated as if such amount had been applied pro-rata to the reduction of the principal balance of the Mortgage Loan as of the applicable Test Date. ",Loan Default,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Any amounts deposited pursuant to the foregoing will be held as additional collateral for the Mortgage Loan and will only be returned to the Borrower upon the earlier of (a) so long as no Mortgage Loan Event of Default has occurred and is continuing, the date lender determines that the Debt Yield is at least equal to the applicable Debt Yield Trigger as of any two (2) consecutive Test Dates without giving effect to any amounts (or Letter of Credit) deposited pursuant to this provision and (b) the indefeasible payment in full of the Debt.",Debt Yield Fall,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Any amounts deposited pursuant to the foregoing will be held as additional collateral for the Mortgage Loan and will only be returned to the Borrower upon the earlier of (a) so long as no Mortgage Loan Event of Default has occurred and is continuing, the date lender determines that the Debt Yield is at least equal to the applicable Debt Yield Trigger as of any two (2) consecutive Test Dates without giving effect to any amounts (or Letter of Credit) deposited pursuant to this provision and (b) the indefeasible payment in full of the Debt.",Loan Default,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Upon the first occurrence of a Trigger Period, the lender, on the Borrower’s behalf, will establish an Eligible Account (the “Cash Management Account”) with an Eligible Institution (or the lender or Servicer, as applicable) for the sole and exclusive benefit of the lender.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Upon the first occurrence of a Trigger Period, the lender, on the Borrower’s behalf, will also establish with the lender or Servicer an Eligible Account into which the Borrower must deposit, or cause to be deposited the amounts required for the payment of debt service under the Mortgage Loan (the “Debt Service Account”).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Reserves required in accordance with the Loan Agreement will be required to be maintained and accounted for by the lender with respect to each Property, and, provided that no Mortgage Loan Event of Default is continuing, the lender will be required release all Reserve Funds (other than the Excess Cash Flow Funds) deposited for any Property promptly upon the Partial Release of such Property in accordance with the terms of the Loan Agreement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided no Mortgage Loan Event of Default has occurred and is continuing, on each Payment Date during a Trigger Period, the lender or Servicer, as applicable, is required to allocate all funds, if any, on deposit in the Cash Management Account and disburse such funds in the following amounts and order of priority: (a) first, funds sufficient to pay the Monthly Tax Deposit due as of such Payment Date, if any, are required to be deposited in the Tax Account; (b) second, funds sufficient to pay the Monthly Insurance Deposit due as of such Payment Date, if any, are required to be deposited in the Insurance Account; (c) third, funds sufficient to pay any interest accruing at the Default Rate and late payment charges due and payable as of such Payment Date, if any, are required to be deposited into the Debt Service Account; (d) fourth, funds sufficient to pay the Debt Service due as of such Payment Date are required to be deposited in the Debt Service Account; (e) fifth, funds sufficient to pay the Op Ex Monthly Deposit due as of such Payment Date, if any, are required to be deposited in the Operating Expense Account; (f) sixth, funds sufficient to pay the Capital Expenditures Reserve Monthly Deposit due as of such Payment Date, if any, are required to be deposited in the Capital Expenditures Reserve Account; (g) seventh, funds sufficient to pay the Leasing Reserve Monthly Deposit due as of such Payment Date, if any, are required to be deposited in the Leasing Reserve Account; (h) eighth, funds sufficient to pay any other amounts due and payable as of such Payment Date to the lender and/or the Servicer pursuant to the terms of the Loan Agreement and/or of the other Loan Documents, if any, are required to be deposited with or as directed by the lender; (i) ninth, all amounts remaining in the Cash Management Account after deposits for items (a) through (h) above (“Excess Cash Flow”) are required to be deposited into the Excess Cash Flow Account; and (j) tenth, to the extent no Trigger Period be continuing, all Excess Cash Flow is required to be remitted to the Borrower's operating account.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Upon (A) a bank ceasing to be an Eligible Institution, (B) the Cash Management Account ceasing to be an Eligible Account, (C) any resignation by a bank or termination of the Cash Management Agreement by the applicable bank or the lender and/or (D) the occurrence and continuance of a Mortgage Loan Event of Default, the Borrower will, within fifteen (15) days of the lender’s request, (1) terminate the existing Cash Management Agreement, (2) appoint a new Bank related to the applicable account (which such bank will (I) be an Eligible Institution, (II) other than during the continuance of a Mortgage Loan Event of Default, be selected by the Borrower and approved by the lender and (III) during the continuance of a Mortgage Loan Event of Default, be selected by the lender), (3) cause such Bank to open a new Cash Management Account (which such account will be an Eligible Account) and enter into a new Cash Management Agreement with the lender on substantially the same terms and conditions as the previous Cash Management Agreement, and (4) send new notices required pursuant to the terms hereof relating to such Cash Management Agreement to other Persons, including under the Restricted Account Agreement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,The Borrower constitutes and appoints the lender its true and lawful attorney-in-fact with full power of substitution to complete or undertake any action required of the Borrower under the Loan Agreement in the name of the Borrower in the event that a Mortgage Loan Event of Default has occurred and is continuing and the Borrower fails to do the same within five (5) Business Days of written notice.,Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required deposit into an Eligible Account held by the lender or the Servicer (the “Capital Expenditures Reserve Account”) an amount equal to one-twelfth (1/12th) of the amount equal to the aggregate square footage for each Property multiplied by $0.25 (the “Capital Expenditure Reserve Monthly Deposit”) for the Capital Expenditures at each Property.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"The lender is required to disburse to the Borrower the Capital Expenditures Reserve Funds upon satisfaction by the Borrower of each of the following conditions: (i) the Borrower will submit a request for payment to the lender at least ten (10) days prior to the date on which the Borrower requests such payment be made and specifies the Capital Expenditures to be paid; (ii) on the date such request is received by the lender and on the date such payment is to be made, no Mortgage Loan Event of Default will exist and remain uncured; (iii) the lender will have received a certificate from the Borrower (A) stating that the items to be funded by the requested disbursement are Capital Expenditures at a Property, (B) stating that all completed Capital Expenditures at the Property have been completed in a good and workmanlike manner and in accordance with all applicable legal requirements, and (C) identifying the scope of work and cost estimates for such Capital Expenditures.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Notwithstanding anything contained in the Loan Agreement to the contrary, during a Trigger Period, no Capital Expenditure Reserve Funds will be disbursed to the Property Manager for any construction fees, tenant coordination fees or other similar fees incurred by the Property Manager (as opposed to another third party contractor or materialman) pursuant to the Management Agreement.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to pay (or cause to be paid) to the lender (a) one-twelfth of an amount which would be sufficient to pay the Taxes at each Property payable, or estimated by the lender to be payable, during the next ensuing twelve (12) months assuming that said Taxes are to be paid in full on the Tax Payment Date (exclusive of any Taxes payable directly by tenants under leases at each Property in accordance with the Loan Agreement, for which the tenant is required to pay such Taxes directly) (the “Monthly Tax Deposit”), each of which such deposits will be held in an Eligible Account by the lender or Servicer (hereinafter respectively referred to as the “Tax Account”), and (b) at the option of the lender, if the liability or casualty Policy maintained by the Borrower covering each Property (or any portion thereof) will not constitute an approved blanket or umbrella Policy pursuant to the Loan Agreement, or the lender will require the Borrower to obtain a separate Policy pursuant to the Loan Agreement, one-twelfth of an amount which would be sufficient to pay the Insurance Premiums due for the renewal of the coverage afforded by the Policies covering each Property upon the expiration thereof (the “Monthly Insurance Deposit”), each of which such deposits will be held in Eligible Accounts by the lender or Servicer (hereinafter respectively referred to as the “Insurance Account”) (amounts held in the Tax Account and the Insurance Account are collectively referred to as the “Tax and Insurance Funds”).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided there are sufficient amounts in the Tax Account and Insurance Account, respectively, and no Mortgage Loan Event of Default exists, the lender is obligated to pay the Taxes and Insurance Premiums at each Property as they become due on their respective due dates (or with respect to Taxes, such earlier date as is set forth in the Loan Agreement (as the same may be updated, amended or otherwise modified from time to time by the Borrower in the exercise of its commercially reasonable business judgment)) on behalf of the Borrower by applying the Tax and Insurance Funds to the payment of such Taxes and Insurance Premiums at each Property.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Notwithstanding anything to the contrary in the immediately preceding sentences, (I) with respect to the Taxes payable directly by tenants identified in the Loan Agreement (as the same may be updated, amended or otherwise modified from time to time by the Borrower in the exercise of its commercially reasonable business judgment) pursuant to the related lease (such Taxes, the “PBO Taxes”), the lender is required to pay such PBO Taxes only if the lender failed to receive, within thirty (30) days after the due date for such PBO Taxes, evidence reasonably acceptable to the lender that the tenant paid such PBO Taxes in full and promptly following receipt of such evidence, so long as no Trigger Period is then in effect, the lender will deposit (to the extent of available funds) that portion of the Tax and Insurance Funds equal to the amount of the paid PBO Taxes for which the lender received evidence of payment in full in accordance with the foregoing into the Cash Management Account, which amount will be applied in accordance with the Loan Agreement and the other Loan Documents; and (II) the Borrower will not be required to reserve with the lender the Taxes for the portions of the Properties identified in the Loan Agreement and leased to the excluded tax reserve tenant identified thereon, so long as (x) there exists no Mortgage Loan Event of Default under the Loan Documents, (y) the lender has received, within sixty (60) days after the due date for such Taxes, evidence reasonably acceptable to the lender that the applicable excluded tax reserve tenant paid such Taxes in full and (z) such excluded tax reserve tenant has an investment grade rating (the condition set forth in clauses (x), (y) and (z) above, the “excluded tax reserve tenant conditions”).",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided no Mortgage Loan Event of Default has occurred and is continuing, the lender will disburse automatically to the Restricted Account amounts constituting the University Centre Rent Funds pursuant to and in accordance with the Loan Agreement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided no Mortgage Loan Event of Default has occurred and is continuing, the lender will disburse to the Borrower amounts constituting University Centre Restoration Funds upon satisfaction of each of the following conditions: (i) the Borrower will submit a request for payment to the Lender at least ten (10) days prior to the date on which the Borrower requests such payment be made and specifies the University Centre Restoration Costs that are the subject of the disbursement; (ii) the Lender will have received a certificate from the Borrower (a) stating that all work related to the University Centre Restoration Costs to be funded by the requested disbursement have been completed, to the extent of such payment, in good and workmanlike manner and in accordance with all applicable federal, state and local laws, rules and regulations, such certificate to be accompanied by a copy of any license, permit or other approval by any Governmental Authority required in connection with such work (if any), (B) identifying the line item in the University Centre Restoration Budget related to the University Centre Restoration Costs that are subject to such disbursement and certifying that all work (and other costs and expenses) related to such line item have been completed in full and (C) identifying the scope of work and cost estimates for such work related to the University Centre Restoration Costs to be funded by the requested disbursement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"On each Payment Date occurring on and after the occurrence and during the continuance of a Trigger Period, the Borrower is required to deposit into an Eligible Account held by the lender or the Servicer (the “Leasing Reserve Account”) an amount equal to one-twelfth (1/12th) of the amount equal to the aggregate square footage at each Property multiplied by $1.00 (the “Leasing Reserve Monthly Deposit”) for tenant improvements, leasing commissions and free rent related to each Property that may be incurred following the Origination Date in accordance with leases entered into pursuant to the Loan Agreement.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"The lender is required to disburse to the Borrower the Leasing Reserve Funds upon satisfaction by the Borrower of each of the following conditions: (i) the Borrower submits a request for payment to the lender at least ten (10) days prior to the date on which the Borrower requests such payment be made and specifies the tenant improvement costs or leasing commissions to be paid; (ii) on the date such request is received by the lender and on the date such payment is to be made, no Mortgage Loan Event of Default exists and remains uncured; (iii) to the extent such lease is subject to the lender’s approval pursuant to the terms and conditions of the Loan Agreement, the lender has reviewed and approved such lease; (iv) the lender has received a certificate from the Borrower (A) stating that the items to be funded by the requested disbursement are tenant improvements or leasing commissions at a Property, (B) stating that all completed tenant improvements at the Property have been completed in good and workmanlike manner and in accordance with all applicable legal requirements, and (C) identifying the scope of work and cost estimates for such tenant improvements.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"With respect to any Leasing Reserve Funds that were deposited into the Leasing Reserve Account in connection with an early termination of a lease, to the extent that (i) the premises (the “Vacant Premises”) that were subject to the lease from which the related early termination fee or payment or other termination fee or payment, as applicable, was received have been fully leased pursuant to one or more new leases entered into in accordance with the terms of the Loan Agreement, (ii) the tenants under such new leases have fully occupied the Vacant Premises pursuant to such new lease, and such tenant is open for business in the Vacant Premises and paying full unabated rent and (iii) all tenant improvement costs and/or leasing commissions relating to such new lease has been paid in full, then, so long as no Mortgage Loan Event of Default is then in effect, the lender will disburse to the Borrower any of such Leasing Reserve Funds that were paid with respect to such Vacant Premises, if any, that are then remaining on deposit in the Leasing Reserve Account.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"On each Payment Date occurring during a Trigger Period, the Borrower is required to deposit (or cause to be deposited) into an Eligible Account held by the lender or the Servicer (the “Operating Expense Account”) an amount equal to the aggregate amount of the Approved Operating Expenses and the Approved Extraordinary Expenses to be incurred by the Borrower for the then current Interest Accrual Period (such amount, the “Op Ex Monthly Deposit”).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided no Mortgage Loan Event of Default has occurred and is continuing, the lender must disburse the Operating Expense Funds to the Borrower to pay the Approved Operating Expenses and/or the Approved Extraordinary Expenses upon the Borrower’s request (which such request must be accompanied by an officer’s certificate detailing the expenses to which the requested disbursement relates and attesting that such expense will be paid with the requested disbursement), provided, however, that, notwithstanding any of the foregoing to the contrary, with respect to Approved Operating Expenses constituting (i) management fees and sub-management fees, under no circumstances, during any twelve (12) month period, will the lender be required to disburse Operating Expense Funds in excess of the Management Fee Cap and (ii) Services Fees, (I) on each Payment Date during the continuance of a Trigger Period (and calculated beginning on the first Payment Date immediately following the occurrence of the then- existing Trigger Period), the lender will retain an amount equal to one-twelfth (1/12) of $1,500,000 per annum (calculated as of the first Payment Date immediately following the occurrence of the then-existing Trigger Period), which amounts will constitute deferred Services Fees and will only be released to the Borrower upon the termination of such Trigger Period and (II) under no circumstances, during any twelve (12) month period, will the lender be required to disburse Operating Expense Funds for Services Fees in excess of an amount equal to (x) the Services Fee Cap minus (y) the amount referenced in clause (I). ",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Approved Operating Expenses” means an operating expense of the individual Property set forth on the Annual Budget or, if a Trigger Period is continuing, the Approved Annual Budget.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"“Approved Extraordinary Expenses” means an expense of the individual Property not set forth on the annual operating budget delivered to the lender, or, if a Trigger Period is continuing, the Approved Annual Budget but approved by the lender in writing (which such approval may not be unreasonably withheld, conditioned or delayed).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided that no Mortgage Loan Event of Default has occurred and is continuing, upon the Payment Date immediately following the date that the lender received evidence acceptable to the lender (which may be an acceptable estoppel and an amendment to the applicable lease confirming commencement of rent thereunder) of the occurrence that (i) Phenix Salon Suites has accepted and take occupancy of the space demised under its lease at the Property identified on Annex A-1 as “Ahwatukee Foothills Towne Center”, (ii) all tenant improvement costs and leasing commissions have been paid in full and (iii) the related lease is in full force and effect, the lender will disburse automatically to the Restricted Account amounts constituting the Free Rents Funds pursuant to the terms of the Loan Agreement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"The lender is required to disburse to the Borrower the Unfunded Obligations Reserve Funds (other than the Free Rents Funds) for tenant improvement costs and/or leasing commissions upon satisfaction by the Borrower of each of the following conditions: (i) (A) with respect to disbursements of Unfunded Obligations Reserve Funds for Unfunded Obligations (other than free rent or gap rent), the Borrower submits a request for payment to the lender at least ten (10) days prior to the date on which the Borrower requests such payment be made and specifies the tenant improvement costs and/or leasing commissions to be paid and the Property to which such costs relate and (B) with respect to disbursements of Unfunded Obligations Reserve Funds for free rent and gap rent, provided no Mortgage Loan Event of Default has occurred and is continuing, the applicable amounts set forth in the Loan Agreement will automatically be disbursed to the Cash Management Account on the dates specified in the Loan Agreement; (ii) on the date such request is received by the lender and on the date such payment is to be made, no Mortgage Loan Event of Default exists and remains uncured; (iii) to the extent that such Unfunded Obligations relate to tenant improvements at a Property, the lender has received a certificate from the Borrower (A) stating that all tenant improvements at the Property to be funded by the requested disbursement have been completed, to the extent of such payment, in good and workmanlike manner and in accordance with all applicable federal, state and local laws, rules and regulations, such certificate to be accompanied by a copy of any license, permit or other approval by any Governmental Authority required in connection with the tenant improvements (if any), (B) identifying each Person that supplied materials or labor in connection with the tenant improvements to be funded by the requested disbursement and (C) stating that each such Person has been paid in full or will be paid in full upon such disbursement, such certificate to be accompanied by lien waivers, invoices and/or other evidence of payment satisfactory to the lender (if any) (or to the extent the lender is prohibited from requiring waivers under applicable law with respect to work performed or material delivered, in each case which have yet to be paid for, subordinations, conditional waivers and/or other documentation reasonably satisfactory to the lender); (iv) at the lender’s option, if the cost of any individual tenant improvement exceeds $250,000, the lender has received a title search for the Property indicating that such Property is free from all liens, claims and other encumbrances not previously approved by the lender (other than Permitted Encumbrances); and (v) the lender has received such other evidence as the lender reasonably requests that the tenant improvements at the Property and/or leasing commissions to be funded by the requested disbursement have been completed and/or have expired (to the extent applicable), are due and payable and are paid for or will be paid upon such disbursement to the Borrower.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"On each Payment Date occurring on and after the occurrence of a Trigger Period, the Borrower is required to deposit (or cause to be deposited) into an Eligible Account with the lender or the Servicer (the “Excess Cash Flow Account”) an amount equal to the Excess Cash Flow generated by the Properties for the immediately preceding Interest Accrual Period (each such monthly deposit being referred to as the “Monthly Excess Cash Flow Deposits” and the amounts on deposit in the Excess Cash Flow Account being referred to as the “Excess Cash Flow Funds”).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Prior to the occurrence of certain transactions contemplated in the JV Agreement pursuant to, and in accordance with, the JV Agreement and the Loan Agreement, (A) within thirty (30) days of the beginning of each Trigger Period and (B) during a Trigger Period, within thirty (30) days of the start of the REIT Subsidiary’s taxable year, the Borrower is required to provide to the lender the REIT Subsidiary’s good faith estimate of the Required REIT Distribution for such taxable year (such estimated amount, the “Required Distribution Threshold Amount”), which estimate will, in each case, be verified by the REIT Subsidiary’s accountant (which will be PricewaterhouseCoopers or another independent accountant reasonably acceptable to the lender).",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,Any Excess Cash Flow Funds remaining in the Excess Cash Flow Account will be disbursed to the Borrower upon the expiration of all Trigger Periods in accordance with the applicable terms and conditions of the Loan Agreement.,Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"The lender will be required to disburse to the Borrower the Excess Cash Flow Funds (or portions thereof) to pay for (A) lender-approved (which approval will not be unreasonably withheld, conditioned or delayed) tenant improvement costs and leasing commissions to the extent there exists insufficient funds on deposit in the Leasing Reserve Account to pay for the same, (B) subject to the caps on certain fees and expenses as described in the Loan Agreement, Approved Operating Expenses to the extent there exists insufficient funds on deposit in the Operating Expense Account to pay for the same, (C) Approved Extraordinary Expenses to the extent there exists insufficient funds on deposit in the Operating Expense Account to pay for the same or (D) Capital Expenditures as set forth in the then-current Approved Annual Budget to the extent there exists insufficient funds on deposit in the Capital Expenditures Reserve Account to pay for the same (the costs and expenses described in clauses (A), (B), (C) and (D), the “Approved ECF Costs”), in each case, upon satisfaction by the Borrower of each of the following: (i) the Borrower be required to submit a request for payment to the lender at least ten (10) days prior to the date on which the Borrower requests such payment be made and such request specifies the Approved ECF Costs to be paid, (ii) on the date such request is received by lender and on the date such payment is to be made, no Mortgage Loan Event of Default will exist and remain uncured; (iii) the lender will have approved in its reasonable discretion the requested disbursement, including the Approved ECF Costs that are the subject of such disbursement request; (iv) the lender will have received a certificate from the Borrower stating that the Excess Cash Flow Funds to be disbursed by the lender will only be used for Approved ECF Costs, and (v) the lender will have received such other evidence as the lender may reasonably request.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"The Borrower has no right to make withdrawals from any of the reserve accounts without the prior written consent of the lender; provided that, so long as no Mortgage Loan Event of Default is continuing, the lender is required to make disbursements from the reserve accounts in accordance with the Loan Agreement.",Loan Default,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Upon the continuance of a Mortgage Loan Event of Default, the lender may apply any sums then present in the reserve accounts towards the payment of the Mortgage Loan in any order in its sole discretion.",Loan Default,0
